balance_id,company_id,year,month,cash,inventory,accounts_receivable,fixed_assets,accounts_payable,short_term_debt,long_term_debt,equity
394,2,2023,3,339213,425636,174603,1887201,55997,392682,570763,1119925
395,2,2023,9,632226,84621,203667,2689134,256619,179809,1415982,2150745
396,5,2022,9,101824,345390,270835,1255437,130125,139734,1770656,530579
397,5,2023,7,681496,191122,72116,2185917,146769,362328,1652204,1130976
398,4,2022,3,869244,370194,359746,1015755,195512,95428,1125830,841824
399,1,2024,8,739724,359420,195596,2343731,113971,399961,1599764,1355664
400,5,2024,1,597297,340938,166054,502346,210518,246893,1695330,3502376
401,1,2021,2,923555,497892,246483,2010679,124214,227230,847917,1699613
402,1,2025,3,395073,238015,112364,1674153,183803,376097,1324257,2173414
403,1,2021,1,503723,113362,355743,1776803,181490,322290,1261606,3366899
404,1,2023,4,419148,126434,293163,1430434,288268,247906,312380,1926509
405,3,2021,6,255256,432776,392983,1332905,165388,144118,1193461,2497963
406,2,2021,5,642784,340378,95339,931351,156665,379088,445999,3459127
407,1,2024,7,268687,107900,133572,1110113,267266,344933,1533543,4203437
408,3,2024,2,710925,315583,143868,2944712,290355,92985,1393056,4742737
409,3,2021,6,569396,306663,225553,2069149,200771,158270,1648826,3212363
410,1,2022,11,194025,267455,285369,2299208,79898,72751,1173660,3676809
411,5,2024,8,112031,52182,291181,2679136,248476,296787,812159,4274704
412,5,2021,7,377076,298245,215435,2613366,225151,121440,697846,851895
413,4,2021,12,854401,82937,240927,523112,139725,295835,396460,3988763
414,1,2025,12,706662,210058,171355,2936417,131950,209892,411426,1940467
415,2,2021,1,777703,157198,59960,431709,261723,119430,472424,757866
416,3,2025,5,670530,61107,154496,579188,74902,258355,262925,613290
417,1,2021,12,894733,70285,279844,986677,174928,392268,804183,3154246
418,5,2023,2,116837,488135,147808,2738079,231027,394994,1219796,1271345
419,1,2025,1,418761,68953,311898,638486,50063,57244,933438,3805445
420,5,2021,8,538282,114313,157499,1905410,86739,128279,1244637,809494
421,4,2023,5,499688,280996,139698,2607748,112966,105602,879214,610020
422,5,2024,12,131919,371299,88896,601463,98600,81959,374417,4140870
423,5,2022,1,834025,87719,111010,1269771,147668,65772,1424529,4438165
424,3,2023,4,797935,444238,137565,1460501,207112,261220,1874010,3976763
425,5,2025,5,853882,474385,311705,2640691,255197,142868,361219,2420513
426,4,2021,5,959758,179664,137012,683714,144408,115670,1074472,522935
427,1,2023,5,759774,333094,145355,831008,291349,337934,355466,3417608
428,3,2021,11,969937,491562,103793,851623,176454,221990,823724,3239768
429,2,2025,10,926432,384387,284316,2022533,239005,311917,984509,3085459
430,1,2021,6,606252,352942,349425,2302647,229810,183492,1980419,1112774
431,1,2025,9,207104,156459,263943,2370786,215315,398486,1092034,1155834
432,3,2021,11,668671,461215,364101,2042756,204566,71097,1898355,1291474
433,3,2025,2,276409,163771,378780,1307358,96841,319019,1452574,3357379
434,4,2023,3,942291,201495,212561,1406255,250489,296428,1955137,3878827
435,4,2021,1,927716,247621,159657,832773,158842,199673,385978,3380090
436,5,2021,8,150426,81168,264268,2881120,101253,321492,1143029,3485942
437,4,2024,12,185977,153630,377101,371496,142166,388330,365395,3960396
438,2,2025,10,842748,151074,232926,2800781,287962,337556,440729,1991299
439,5,2022,8,988431,476550,144718,2046751,197868,304294,1994658,4562376
440,1,2025,5,102533,340084,318355,516516,290729,72511,1163155,815130
441,2,2023,3,275735,124866,164795,1742686,277300,344778,605685,3432491
442,4,2022,7,232300,60530,181149,946567,67172,80319,624324,4884081
443,1,2023,12,530033,226482,188874,2794446,219626,359255,1320746,788260
444,5,2021,8,615621,319375,254080,1730622,231751,170887,1474814,2513241
445,3,2025,2,378295,460544,384536,886307,106099,197998,440747,2111713
446,5,2021,10,606755,159279,323191,2396108,202137,235616,529293,3605879
447,4,2024,1,927317,231355,262689,304646,204805,110587,1890559,3370568
448,5,2023,11,324447,289907,159854,614859,124463,307958,1644130,1463893
449,5,2025,2,230374,85019,148302,2564340,78486,290845,1803702,4047845
450,2,2021,11,888516,256886,276657,2775327,173370,131453,1554034,2475584
451,2,2024,7,326718,492963,277723,1227887,213543,140571,214320,2241110
452,5,2024,4,786995,193671,296236,2354339,106254,357744,1123977,569478
453,4,2022,2,805239,386365,122716,1656991,119512,119491,1356223,1472354
454,3,2025,12,141803,351943,307973,1361906,233925,105334,1195731,4685986
455,1,2023,1,158100,176892,350875,1786056,108076,136128,942314,1689935
456,5,2021,3,396813,483591,52434,2581744,123562,116198,1103429,1184410
457,5,2023,9,788411,406776,258933,1275481,113471,151166,1732699,3939791
458,4,2022,3,913970,401055,266306,2463904,269491,239742,1676470,3392101
459,4,2022,8,201991,385528,114879,1853633,164758,310289,1332135,3816239
460,2,2023,10,441181,452131,234831,1302149,230193,177867,1820937,3982459
461,5,2021,9,115018,367244,136637,2647635,215971,104728,592633,4049490
462,5,2023,2,451822,305868,221165,2994658,204653,333626,1272700,3928959
463,4,2025,6,474129,245739,303221,407807,75969,293149,319980,2159560
464,4,2022,10,832876,286359,150540,619400,291428,78135,1287041,742654
465,5,2025,12,750239,425183,210040,2380008,293505,331794,1216837,2163232
466,2,2022,11,927291,121108,172072,1800761,116275,272246,458197,2283314
467,3,2024,4,757560,446517,127719,717249,95922,396716,1255513,1095676
468,1,2021,1,385450,53487,207625,1018886,222134,397414,1037586,4902905
469,2,2024,12,833287,411946,303104,2366018,94397,234228,1091340,4172321
470,2,2023,2,901966,464722,182617,2873279,88855,366738,481766,4821541
471,4,2021,12,877300,388552,233292,669000,225489,396746,1682300,3618576
472,1,2023,3,618499,239765,251914,658169,232022,115598,228816,2891707
473,4,2025,9,508226,334124,249895,1936895,253671,210983,1380933,3168098
474,5,2022,10,706575,69912,108114,1165028,179730,295709,1036261,3763903
475,3,2021,10,931938,70417,204294,2773332,202481,157559,541762,1976004
476,4,2024,2,269089,205582,278542,357281,67045,391954,1520539,1658111
477,2,2025,4,975147,212374,81136,403818,207453,368413,369196,3224565
478,1,2023,8,293461,340442,122371,1988108,254748,268809,546570,1527509
479,5,2022,5,184514,196528,193615,1266215,226991,205703,1622655,4768220
480,2,2022,8,478207,249477,183220,2683304,200197,309467,431826,668872
481,2,2024,6,758686,496212,192768,1315763,291544,62494,1039033,536693
482,5,2024,3,443792,137595,355572,897090,104181,361554,1878132,3534327
483,2,2021,6,857368,362246,101808,594456,149803,257448,1227067,1651602
484,4,2025,11,228729,349731,233930,2758987,76178,197562,1881254,1428837
485,2,2023,12,747614,258681,334219,320127,215243,320676,624693,2712211
486,2,2022,1,388354,455377,211410,627094,57191,89800,1512252,1387926
487,3,2025,4,365368,206028,341710,1293383,112624,140599,243831,1870766
488,1,2021,3,415549,301176,307612,466873,264037,298722,1871866,1236463
489,1,2021,2,525980,308123,374174,554469,113409,377536,1377134,3352934
490,3,2021,8,870802,283965,280732,2706523,220292,313273,1554832,2565393
491,2,2022,3,168317,150291,290640,382635,161134,50927,695369,4137475
492,2,2023,7,794849,91413,339402,2466042,131852,303466,1510230,4951522
493,1,2021,12,438441,462710,147604,2885370,290956,117930,522041,3421780
494,3,2023,4,699016,242098,305789,1198300,217096,383524,612401,3277284
495,4,2023,9,878121,138296,386778,1156628,212265,159064,1614478,1893303
496,3,2022,7,437161,153115,247144,1887544,272560,159196,1318976,4432615
497,2,2023,7,290255,488176,112551,801916,179178,195732,315960,4705477
498,2,2024,9,140963,455622,306900,1725677,190052,179330,682608,1457803
499,5,2022,5,374915,201654,240475,2117364,126100,273944,282388,3219565
500,5,2025,11,119281,346065,219846,872522,246061,128837,951970,2318011
501,5,2022,6,780409,305499,393905,484824,153468,175316,1541711,767996
502,2,2025,4,890872,340384,65430,2441564,213456,215672,1227890,3230998
503,4,2022,8,605810,67916,139256,1082251,225649,301943,312035,2129907
504,3,2024,1,952088,237518,360276,2017115,118721,150278,1047655,2748244
505,4,2022,8,120865,292927,339269,2782377,230627,173444,980615,2705628
506,2,2023,9,429474,471744,337472,720147,232364,118019,291787,4873941
507,2,2021,5,781923,100868,161252,927249,207406,113699,601578,4294076
508,4,2022,12,102024,312394,312025,518657,247040,348498,1275688,3229603
509,1,2022,8,222738,371042,277637,2501538,156699,204713,701645,2954329
510,5,2023,10,152261,331199,372194,383800,189959,173923,1804610,1226238
511,1,2021,12,482554,110315,72887,640715,133180,96075,1922509,1323514
512,1,2023,2,511890,468851,91525,351244,51063,323346,450035,4570072
513,4,2023,6,540280,76358,197978,2751060,79578,353688,447161,2288876
514,2,2021,11,791726,89801,215332,2988790,238058,201687,1549548,3520702
515,3,2023,11,349456,177212,219072,1755043,286053,288440,603356,1160671
516,2,2022,9,932626,421757,120095,600905,121465,397215,1848171,1905916
517,2,2023,8,956049,119714,238337,651924,217247,213629,1741443,720018
518,5,2023,10,631857,499333,112446,2565458,223452,65089,1956951,1684492
519,5,2022,4,911331,335666,233505,2264033,124345,386681,1982486,1835963
520,1,2024,11,480338,473490,367789,860856,254594,56200,415820,4369049
521,3,2025,3,550021,209748,304331,1971964,126519,127631,862918,3329379
522,1,2022,10,950332,297512,97800,2003899,136469,71641,461067,623363
523,4,2021,11,932200,324910,259186,2301427,63184,239112,1261997,651755
524,5,2025,4,831540,411394,189552,776195,229228,342052,883541,3908228
525,1,2024,1,622278,67786,92406,2649697,153189,248285,981481,558446
526,4,2023,2,593308,384812,158333,2117855,198220,63940,423398,2683171
527,3,2024,7,789411,472816,175354,1750478,280218,361230,451370,3774503
528,3,2023,6,346685,400834,137792,721449,241967,92425,1396131,4994726
529,4,2022,5,346799,78007,337277,1685917,245486,250092,508934,2034285
530,3,2023,10,274458,178076,272352,2650119,191153,125688,1898911,3838739
531,1,2025,10,446992,131351,169413,1293625,125874,171959,1766518,1015804
532,1,2025,9,902798,134746,57155,570887,87095,340477,1976638,2637423
533,3,2025,4,105274,312641,99395,2139418,178826,146381,1348730,3406858
534,5,2025,4,239198,77590,399121,2847049,88142,219680,469676,4500365
535,3,2021,11,257964,199157,220773,1266599,105518,274569,517622,4951809
536,1,2021,5,855053,457337,84250,793718,140386,207098,988841,4678433
537,5,2022,4,422771,449737,162227,1233840,271813,294858,1138051,3601631
538,4,2022,1,859591,469152,110832,1596593,199978,138534,584359,971168
539,1,2024,2,663887,401262,126162,2940734,211920,63044,1908736,947496
540,3,2023,4,553095,333803,384290,933891,212436,76901,1392896,1209904
541,4,2024,5,144892,295352,154135,2824809,166506,188839,1274014,786744
542,4,2024,9,968590,249215,125119,427107,204148,128538,1377349,4768955
543,2,2023,5,762194,186281,64441,1206992,65375,289465,697475,2526109
544,5,2022,5,631591,475696,308050,1305584,68168,264300,1214331,4562230
545,4,2024,4,268680,109096,66726,1826389,188435,99259,1047583,4176233
546,1,2023,6,607014,458831,68006,2336606,84091,391351,447333,4064421
547,3,2021,6,446295,130359,54844,1974193,181823,198763,1368673,4540867
548,4,2025,6,854046,327035,278302,1132554,286726,210444,201208,1179289
549,5,2023,6,826054,338848,183400,2691709,95334,84559,506065,4558557
550,3,2025,5,978588,168331,132678,1091205,285798,161550,1463905,3132945
551,3,2022,11,830753,479551,152597,2142922,157944,62327,1960767,1281437
552,1,2025,3,408501,57788,365137,2396146,78395,115778,1220935,1384835
553,1,2022,10,633110,415058,148338,537936,297020,147750,1975761,3716417
554,4,2021,11,450320,330193,145082,1485753,77206,209349,1538757,951334
555,5,2023,9,934513,325344,59863,2444328,162372,119647,1128820,4646206
556,1,2022,11,703040,185278,381262,2668707,102129,165588,203433,4134801
557,1,2025,1,432172,161338,89794,613937,98422,201460,1154289,3071648
558,3,2024,1,335398,184685,174471,302170,214337,141108,992776,1471594
559,3,2022,11,278386,114755,325665,1653205,294077,380318,449083,3094246
560,3,2022,7,941144,186191,97443,2660389,259426,96950,751500,4664619
561,5,2024,10,575261,157147,239768,1217068,294130,59830,743432,1962206
562,2,2023,11,802322,336414,125066,1350973,116982,323469,1244934,2037977
563,3,2024,11,111690,123414,395403,2839140,116638,278034,500827,2682171
564,4,2023,12,516184,104144,62744,2473887,238883,50855,1139660,3936458
565,1,2024,12,446645,259578,68222,1228641,236195,322277,652798,2621446
566,1,2024,5,391512,229474,75138,1562430,113561,279244,254535,2230779
567,1,2023,8,332239,65314,312024,1349462,132699,363730,1137127,4938991
568,1,2023,5,126186,165808,280182,2312335,162774,213656,691085,1239010
569,4,2025,4,209704,460649,242106,549351,293127,232407,466339,1724075
570,5,2022,5,491176,67610,216461,1483611,248972,283122,539964,3659923
571,1,2022,9,744072,423108,283625,713151,214663,52311,1322226,4536428
572,5,2024,12,395648,85058,202781,2394169,166081,78925,1109187,1915379
573,4,2023,11,180777,223985,320855,822731,226013,110013,525968,2276718
574,2,2023,5,242262,170341,275936,1426535,115611,229550,1906360,2737665
575,4,2025,1,574821,327310,146055,1164539,269435,57765,425245,1773546
576,3,2021,2,992732,224151,164012,2812230,143426,137235,777056,1604705
577,1,2024,12,365618,358067,223666,594692,115600,322797,1943593,1642663
578,5,2021,7,996190,449510,233116,417793,157999,195477,1890557,1148263
579,1,2022,6,883098,327147,335711,1967063,121329,152111,208834,2833521
580,5,2025,3,551976,427868,292297,900517,224617,357585,1252660,2841975
581,2,2023,3,243820,50636,78797,843995,86030,242162,964235,1318498
582,3,2024,2,541677,126079,284704,2950022,200456,187280,829533,3017067
583,3,2023,4,913653,246817,314629,1816111,71377,388920,1183233,3288873
584,3,2022,1,701055,235328,358156,1939662,158158,265578,1188808,3108383
585,2,2025,9,340023,189751,170804,1290543,187742,370264,1129811,3890594
586,1,2022,2,725037,314794,87971,951617,213005,292507,1227619,3310518
587,2,2022,6,849028,94033,289809,1808903,250517,118300,1107870,4094152
588,4,2023,12,678806,237288,332451,1776945,200056,126389,1107723,3505931
589,5,2024,7,566453,407384,134760,670244,283731,326744,395868,4348719
590,2,2022,4,195504,271793,64633,926034,241933,289300,1038041,3812753
591,3,2023,12,192333,68306,61502,1811989,191952,240881,487174,3955066
592,5,2023,6,846636,452459,149104,2582682,213196,216586,282772,4420425
593,1,2025,7,961662,105407,53865,2918525,207524,324756,680932,4644386
594,4,2021,3,326912,160697,289101,2482690,180812,229935,1822598,3855271
595,2,2023,1,411963,300025,357727,1361725,231369,225058,1552409,4904477
596,2,2024,11,966149,77181,327402,1595063,89223,202074,334351,4321254
597,3,2022,1,792340,110803,346615,2990149,62320,360053,1419490,2150729
598,4,2022,8,316371,309996,271756,649761,103558,154873,1886680,2578195
599,5,2023,9,902640,114203,371788,2970595,183134,51761,216649,4327099
600,5,2021,4,955851,327853,231941,733501,132284,273317,310968,552347
601,5,2023,11,559161,292038,300205,438988,244699,364699,1626692,1650568
602,1,2023,4,391739,345866,251822,371588,206363,124015,814026,2838433
603,1,2021,1,939286,109426,90048,855468,181907,393679,465861,1954194
604,5,2022,6,489147,378554,183102,967289,240306,220283,647091,1734721
605,5,2022,6,352333,473907,222876,2024794,223071,291894,895761,3659236
606,3,2022,10,476662,130880,103647,368543,251716,314292,298182,3466936
607,3,2022,7,233448,450647,308203,2254431,54487,181341,964948,4138246
608,5,2021,6,483358,112488,251810,455060,63349,184280,1607748,3322245
609,5,2025,12,935364,221434,140702,2259028,81493,73558,926761,508708
610,1,2023,3,250543,276637,224492,2692842,264319,189389,1418844,2060199
611,4,2022,6,600832,309486,388781,2119801,92964,381589,1006877,3964260
612,5,2023,5,277905,271567,355044,2797671,289617,299830,1046074,3796568
613,5,2023,4,361738,466911,206449,1772678,289813,224803,1925077,3435854
614,4,2024,11,700742,170013,227843,2412919,252581,387659,953228,1695409
615,1,2023,7,340011,235913,233127,2737428,95920,213146,1961945,652116
616,2,2024,2,396757,65356,74860,2332203,246933,191090,790662,843739
617,1,2021,10,793971,71322,269087,2393804,97363,340932,994396,3170939
618,3,2022,12,614902,371827,56192,2693679,143509,258561,828265,2520662
619,1,2025,12,883092,471835,358597,371628,131140,210111,1406997,3008662
620,1,2022,7,460110,244021,73700,446076,66415,70117,595935,2867375
621,2,2025,6,725818,393091,169669,593640,130159,109538,860278,4798441
622,1,2025,5,135577,412814,204656,820002,243133,154043,824656,2652549
623,4,2025,7,371021,253244,384540,2509080,296259,154198,598576,1861782
624,5,2023,6,681826,280787,303953,2082907,136186,190470,468644,4610949
625,5,2023,12,490746,244827,115489,1281240,222125,171272,1973469,3074753
626,2,2023,7,300690,331542,393932,1680622,214250,158980,1677335,1256232
627,1,2024,7,394209,385091,83147,558705,265765,55775,1028233,2290346
628,5,2024,2,265466,344357,93769,2551385,66451,364312,1687173,2517089
629,4,2022,12,940214,154819,231662,2570981,250135,253302,1969679,1389784
630,2,2023,3,778191,384705,252888,2064869,192037,92632,1839715,3810622
631,5,2021,1,636924,56596,194615,1520252,159277,163126,853559,832449
632,4,2025,5,189337,195593,94420,336274,67765,197625,1821466,4551257
633,3,2023,3,676702,350818,82770,1988672,211743,290786,1033329,1006323
634,4,2021,2,357696,397479,234285,1279705,206188,394319,207629,669665
635,5,2024,8,994752,253199,94795,2089031,162204,346072,642983,2082189
